 id,Group,Name,rows,cols,entries
502,Gset,G4,800,800,38352
2152,JGD_Margulies,cat_ears_3_4,5226,13271,39592
492,Gset,G30,2000,2000,39980
532,Gset,G67,10000,10000,40000
2682,VDOL,freeFlyingRobot_10,5218,5218,40080
312,Bai,dw4096,8192,8192,41746
2352,Rommes,bips98_1450,11305,11305,44678
1702,Meszaros,crew1,135,6469,46950
372,Bomhof,circuit_3,12127,12127,48137
2342,Rommes,mimo28x28_system,13251,13251,48737
1612,Bai,cryg10000,10000,10000,49699
2202,JGD_Taha,abtaha1,14596,209,51307
1682,Meszaros,aa4,426,7195,52121
902,Shen,shermanACd,6136,6136,53329
432,FIDAP,ex36,3079,3079,53843
1552,Schenk_IBMNA,c-33,6317,6317,56123
1752,Meszaros,pcb3000,3960,7732,57479
522,Gset,G58,5000,5000,59140
2892,ML_Graph,yeast_30NN,1484,1484,62350
412,FIDAP,ex14,3251,3251,66775
1432,Oberwolfach,flowmeter0,9669,9669,67391
1212,LiuWenzhuo,powersim,15838,15838,67562
1622,Bai,mhd3200a,3200,3200,68026
442,Gaertner,nopoly,10774,10774,70842
1472,Pajek,FA,10617,10617,72176
1242,GHS_indef,ncvxqp1,12111,12111,73963
392,DRIVCAV,cavity13,2597,2597,76367
1192,Rajat,rajat08,19362,19362,83443
2702,VDOL,kineticBatchReactor_7,7968,7968,84508
2122,JGD_Homology,n4c6-b13,6300,25605,88200
1972,JGD_G5,IG5-13,3994,4731,91209
2432,AG-Monien,stufe-10,24010,24010,92828
1962,JGD_Franz,Franz9,19588,4164,97508
1262,GHS_psdef,ford1,18728,18728,101576
2322,SNAP,as-caida,31379,31379,106762
1692,Meszaros,baxter,27441,30733,111576
582,Hollinger,mark3jac040,18289,18289,113435
1872,YCheng,psse2,28634,11028,115262
1592,QCD,conf5_0-4x4-14,3072,3072,119808
1562,Schenk_IBMNA,c-43,11125,11125,123675
2592,DIMACS10,hi2010,25016,25016,124126
572,Hollinger,jan99jac060,20614,20614,127182
792,Okunbor,aft02,8184,8184,127762
402,DRIVCAV,cavity23,4562,4562,138187
2052,JGD_Homology,D6-6,120576,23740,146880
1272,GHS_psdef,pds10,16558,16558,149658
2002,JGD_Groebner,f855_mat9,2456,2511,171214
832,Wang,wang3,26064,26064,177168
1862,Szczerba,Ill_Stokes,20896,20896,191368
882,Pothen,skirt,12598,12598,196520
1312,GHS_psdef,jnlbrng1,40000,40000,199200
552,Hollinger,g7jac060,17730,17730,203316
2632,DIMACS10,vsp_barth5_1Ksep_50in_5Kout,32212,32212,203610
2232,TSOPF,TSOPF_RS_b162_c1,5374,5374,205399
2712,VDOL,lowThrust_8,17702,17702,216445
2582,DIMACS10,ak2010,45292,45292,217098
2272,Puri,ABACUS_shell_hd,23412,23412,218484
1182,HB,man_5976,5976,5976,225046
652,LPnetlib,lp_pds_20,33874,108175,232647
742,Mallya,lhr11,10964,10964,233741
2032,JGD_Homology,ch7-8-b3,58800,11760,235200
2532,DIMACS10,wing,62032,62032,243088
612,LPnetlib,lp_cre_d,8926,73948,246614
1332,Toledo,deltaX,68600,21961,247424
2242,TSOPF,TSOPF_RS_b39_c7,14098,14098,252446
452,Grund,bayer01,57735,57735,277774
1302,GHS_indef,dixmaanl,60000,60000,299998
1762,Meszaros,rlfprim,58866,62716,320591
2332,Gleich,usroads-48,126146,126146,323900
1462,Pajek,EAT_SR,23219,23219,325589
762,Nasa,pwt,36519,36519,326107
2262,MaxPlanck,shallow_water2,81920,81920,327680
2602,DIMACS10,me2010,69518,69518,335476
1502,Pajek,HEP-th,27240,27240,342437
1292,GHS_indef,a2nnsnsl,80016,80016,347222
1572,Schenk_IBMNA,c-53,30235,30235,372213
2162,JGD_Margulies,flower_8_4,55081,125361,375266
842,Cunningham,k3plates,11107,11107,378927
772,Nemeth,nemeth08,9506,9506,394816
592,Hollinger,mark3jac140,64089,64089,399735
2622,DIMACS10,sd2010,88360,88360,410722
2292,SNAP,cit-HepPh,34546,34546,421578
2042,JGD_Homology,ch8-8-b3,117600,18816,470400
1222,GHS_indef,c-59,41282,41282,480536
542,Hamm,hcircuit,105676,105676,513072
952,Schenk_IBMNA,c-67,57975,57975,531935
1422,GHS_psdef,apache1,80800,80800,542184
2212,JGD_Trefethen,Trefethen_20000b,19999,19999,554435
1372,Rajat,rajat23,110355,110355,556938
912,vanHeukelum,cage11,39082,39082,559722
2822,Goodwin,Goodwin_040,17922,17922,561677
1402,Schmid,thermal1,82654,82654,574458
1772,Meszaros,stat96v1,5995,197472,588798
2792,SNAP,sx-askubuntu,159316,159316,596933
752,Mulvey,finan512,74752,74752,596992
562,Hollinger,g7jac160,47430,47430,656616
1912,TKK,cbuckle,13681,13681,676515
892,Norris,heart3,2339,2339,682797
1672,Mittelmann,neos2,132568,134128,685087
782,Nemeth,nemeth18,9506,9506,695234
1412,AMD,G2_circuit,150102,150102,726674
1321,IBM_EDA,dc2,116835,116835,766396
1322,IBM_EDA,dc3,116835,116835,766396
2472,DIMACS10,delaunay_n17,131072,131072,786352
2612,DIMACS10,nj2010,169588,169588,829912
862,Kim,kim1,38415,38415,933195
544,Hamm,scircuit,170998,170998,958936
922,Hohn,sinc18,16428,16428,973826
1652,Mittelmann,pds-90,142823,475448,1014136
1202,Oberwolfach,gyro_k,17361,17361,1021159
342,Boeing,bcsstk37,25503,25503,1140977
362,Boeing,msc23052,23052,23052,1154814
1892,Castrillon,denormal,89400,89400,1156224
2382,Dattorro,EternityII_Etilde,10054,204304,1170516
982,Tromble,language,399130,399130,1216334
2376,Williams,mac_econ_fwd500,206500,206500,1273389
732,Li,li,22695,22695,1350309
1452,Oberwolfach,windscreen,22692,22692,1482390
1392,Andrianov,net75,23120,23120,1489200
2302,SNAP,web-NotreDame,325729,325729,1497134
1952,JGD_Forest,TF18,95368,123867,1597545
1342,VanVelzen,Zd_Jac6,22835,22835,1711983
822,Simon,venkat50,62424,62424,1717792
352,Boeing,crystk03,24696,24696,1751178
812,Simon,bbmat,38744,38744,1771722
1642,POLYFLOW,invextr1_new,30412,30412,1793881
2222,TSOPF,TSOPF_FS_b162_c3,30798,30798,1801300
1662,Mittelmann,watson_2,352013,677224,1846391
2132,JGD_Homology,n4c6-b9,186558,198895,1865580
1599,QCD,conf5_4-8x8-10,49152,49152,1916928
1602,QCD,conf6_0-8x8-20,49152,49152,1916928
2462,DIMACS10,coAuthorsDBLP,299067,299067,1955352
52,HB,bcsstk30,28924,28924,2043492
2377,Williams,mc2depi,525825,525825,2100225
1232,GHS_indef,darcy003,389874,389874,2101242
374,Bova,rma10,46835,46835,2374001
2652,ANSYS,Delor295K,295734,1823928,2401323
2642,DIMACS10,vsp_msc10848_300sep_100in_1Kout,21996,21996,2442056
852,Chen,pkustk06,43164,43164,2571768
2378,Williams,cop20k_A,121192,121192,2624331
1382,Andrianov,ins2,309412,309412,2751484
1282,GHS_psdef,srb1,54924,54924,2962152
2502,DIMACS10,rgg_n_2_18_s0,262144,262144,3094566
2379,Williams,webbase-1M,1000005,1000005,3105536
932,FEMLAB,sme3Dc,42930,42930,3148656
1852,Botonakis,FEM_3D_thermal2,147900,147900,3489300
802,Ronis,xenon2,157464,157464,3866688
1419,Sandia,ASIC_680k,682862,682862,3871773
962,Schenk_ISEI,barrier2-11,115625,115625,3897557
2375,Williams,cant,62451,62451,4007383
2832,Hardesty,Hardesty2,929901,303645,4020731
2373,Williams,pdb1HYS,36417,36417,4344765
1882,McRae,ecology1,1000000,1000000,4996000
972,Schenk_ISEI,para-10,155924,155924,5416358
1352,PARSEC,Ga3As3H12,61349,61349,5970947
2374,Williams,consph,83334,83334,6010480
2812,Guettel,TEM152078,152078,152078,6459326
1279,DNVS,shipsec1,140874,140874,7813404
1812,Meszaros,degme,185501,659415,8127528
1385,Andrianov,mip1,66463,66463,10352819
369,Boeing,pwtk,217918,217918,11634424
2572,Bodendiek,CurlCurl_3,1219574,1219574,13544618
1362,PARSEC,Si41Ge41H72,185639,185639,15011265
2442,LAW,in-2004,1382908,1382908,16917053
1582,Schenk_AFE,af_2_k101,503625,503625,17550675
942,Schenk_AFE,af_shell3,504855,504855,17588875
1353,PARSEC,Ga41As41H72,268096,268096,18488476
2443,LAW,eu-2005,862664,862664,19235140
2662,Freescale,Freescale2,2999349,2999349,23042677
2512,DIMACS10,germany_osm,11548845,11548845,24738362
2380,Freescale,FullChip,2987012,2987012,26621990
2282,Belcastro,mouse_gene,45101,45101,28967291
2772,Mycielski,mycielskian16,49151,49151,33382480
2842,VLSI,vas_stokes_1M,1090664,1090664,34767207
1992,JGD_GL7d,GL7d19,1911130,1955309,37322725
2542,Janna,Emilia_923,923136,923136,41005206
2492,DIMACS10,kron_g500-logn19,524288,524288,43562265
1842,Gleich,wb-edu,9845725,9845725,57156537
2276,Freescale,circuit5M,5558326,5558326,59524291
2482,DIMACS10,hugebubbles-00020,21198119,21198119,63580358
1252,GHS_psdef,audikw_1,943695,943695,77651847
1902,Schenk,nlpkkt120,3542400,3542400,96845792
2802,MAWI,mawi_201512020030,68863315,68863315,143414960
2782,SNAP,com-Orkut,3072441,3072441,234370166
2452,LAW,it-2004,41291594,41291594,1150725436
2852,GAP,GAP-twitter,61578415,61578415,1468364884
